uniprot_id,Tissue,Organ_id,RNAExpression (tpm)
Q14990,Liver,21.0,47.4
Q14990,Lung,22.0,106.3
Q14990,Lymph node,23.0,26.6
Q14990,Ovary,29.0,7.4
Q14C87,Adipose tissue,0.0,0.1
Q14C87,Adrenal gland,1.0,0.0
Q14C87,Amygdala,2.0,0.3
Q14C87,Appendix,3.0,0.0
Q14C87,Basal ganglia,5.0,0.1
Q14C87,Bone marrow,6.0,0.0
Q14C87,Breast,7.0,0.0
Q14C87,Cervix,10.0,0.0
Q14C87,Colon,11.0,0.0
Q14C87,Duodenum,12.0,0.0
Q14CS0,Adipose tissue,0.0,0.0
Q14CS0,Adrenal gland,1.0,0.0
Q14CS0,Amygdala,2.0,0.0
Q14CS0,Appendix,3.0,0.0
Q14CS0,Basal ganglia,5.0,0.0
Q14CS0,Bone marrow,6.0,0.0
Q14CS0,Breast,7.0,0.0
Q14CS0,Cervix,10.0,0.0
Q14CS0,Colon,11.0,0.0
Q14CS0,Duodenum,12.0,0.0
Q14CS0,Esophagus,14.0,0.0
Q14CS0,Epididymis,16.0,0.0
Q14CS0,Fallopian tube,17.0,0.0
Q14CS0,Gallbladder,18.0,0.0
Q14CS0,Kidney,20.0,0.0
Q14CS0,Liver,21.0,0.0
Q14CS0,Lung,22.0,0.0
Q14CS0,Lymph node,23.0,0.0
Q14CS0,Ovary,29.0,0.0
Q14CS0,Pancreas,30.0,0.0
Q14CS0,Placenta,35.0,0.0
Q14CS0,Prostate,36.0,0.0
Q14CS0,Rectum,37.0,0.0
Q14CS0,Skeletal muscle,39.0,0.0
Q14CS0,Salivary gland,40.0,0.0
Q14CS0,Seminal vesicle,41.0,0.0
Q14CS0,Small intestine,43.0,0.0
Q14CS0,Smooth muscle,44.0,0.0
Q14CS0,Spinal cord,46.0,0.0
Q14CS0,Spleen,47.0,0.0
Q14CX7,Adipose tissue,0.0,0.0
Q14CX7,Adrenal gland,1.0,0.1
Q14CX7,Amygdala,2.0,7.7
Q14CX7,Appendix,3.0,0.3
Q14CX7,Basal ganglia,5.0,9.2
Q14CX7,Bone marrow,6.0,0.5
Q14CX7,Breast,7.0,0.1
Q14CX7,Cervix,10.0,0.0
Q14CX7,Colon,11.0,0.1
Q14CX7,Duodenum,12.0,1.4
Q14CX7,Esophagus,14.0,0.2
Q14CX7,Epididymis,16.0,0.7
Q14CX7,Fallopian tube,17.0,0.1
Q14CX7,Gallbladder,18.0,0.3
Q15008,Adipose tissue,0.0,22.8
Q15008,Adrenal gland,1.0,3.9
Q15008,Amygdala,2.0,36.8
Q15008,Appendix,3.0,36.8
Q15014,Adipose tissue,0.0,0.0
Q15014,Adrenal gland,1.0,0.0
Q15014,Amygdala,2.0,0.1
Q15014,Appendix,3.0,0.0
Q15014,Basal ganglia,5.0,0.1
Q15014,Bone marrow,6.0,0.0
Q15014,Breast,7.0,0.0
Q15014,Cervix,10.0,0.7
Q15020,Adipose tissue,0.0,7.3
Q15020,Adrenal gland,1.0,7.7
Q15020,Amygdala,2.0,13.1
Q15020,Appendix,3.0,36.2
Q15020,Basal ganglia,5.0,13.1
Q15020,Bone marrow,6.0,51.7
Q15020,Breast,7.0,9.5
Q15020,Cervix,10.0,6.2
Q15020,Colon,11.0,7.2
Q15020,Duodenum,12.0,7.2
Q15022,Adipose tissue,0.0,2.2
Q15022,Adrenal gland,1.0,3.5
Q15022,Amygdala,2.0,9.0
Q15022,Appendix,3.0,3.6
Q15022,Basal ganglia,5.0,10.2
Q15022,Bone marrow,6.0,2.2
Q15022,Breast,7.0,3.5
Q15022,Cervix,10.0,4.0
Q15022,Colon,11.0,3.4
Q15022,Duodenum,12.0,3.1
Q15022,Esophagus,14.0,2.2
Q15022,Epididymis,16.0,3.8
Q15022,Fallopian tube,17.0,4.2
Q15022,Gallbladder,18.0,4.2
Q15038,Adipose tissue,0.0,1.5
Q15038,Adrenal gland,1.0,12.5
Q15038,Amygdala,2.0,5.8
Q15038,Appendix,3.0,1.6
Q15038,Basal ganglia,5.0,9.1
Q15038,Bone marrow,6.0,0.3
Q15038,Breast,7.0,2.0
Q15038,Cervix,10.0,15.6
Q15038,Colon,11.0,3.1
Q15038,Duodenum,12.0,1.1
Q15038,Esophagus,14.0,2.9
Q15038,Epididymis,16.0,0.6
Q15038,Fallopian tube,17.0,13.3
Q15038,Gallbladder,18.0,2.0
Q15038,Kidney,20.0,6.5
Q15043,Adipose tissue,0.0,5.2
Q15043,Adrenal gland,1.0,4.8
Q15043,Amygdala,2.0,17.0
Q15043,Appendix,3.0,5.9
Q15043,Basal ganglia,5.0,21.0
Q15043,Bone marrow,6.0,2.1
Q15043,Breast,7.0,6.0
Q15053,Adipose tissue,0.0,0.0
Q15053,Adrenal gland,1.0,0.0
Q15053,Amygdala,2.0,1.1
Q15053,Appendix,3.0,0.0
Q15053,Basal ganglia,5.0,0.9
Q15053,Bone marrow,6.0,0.0
Q15053,Breast,7.0,0.0
Q15053,Cervix,10.0,0.0
Q15053,Colon,11.0,0.0
Q15053,Duodenum,12.0,0.0
Q15053,Esophagus,14.0,0.0
Q15053,Epididymis,16.0,0.0
Q15057,Adipose tissue,0.0,4.1
Q15057,Adrenal gland,1.0,4.4
Q15057,Amygdala,2.0,11.3
Q15057,Appendix,3.0,11.0
Q15057,Basal ganglia,5.0,12.9
Q15057,Bone marrow,6.0,11.9
Q15057,Breast,7.0,9.0
Q15057,Cervix,10.0,12.7
Q15057,Colon,11.0,11.2
Q15057,Duodenum,12.0,9.3
Q15057,Esophagus,14.0,9.3
Q15057,Epididymis,16.0,2.1
Q15057,Fallopian tube,17.0,5.1
Q15057,Gallbladder,18.0,8.2
Q15057,Kidney,20.0,4.7
Q15057,Liver,21.0,1.3
Q15057,Lung,22.0,7.0
Q15057,Lymph node,23.0,12.3
Q15063,Adipose tissue,0.0,4.6
Q15063,Adrenal gland,1.0,4.4
Q15063,Amygdala,2.0,7.0
Q15063,Appendix,3.0,6.7
Q15063,Basal ganglia,5.0,8.6
Q15063,Bone marrow,6.0,3.5
Q15063,Breast,7.0,5.7
Q15063,Cervix,10.0,9.3
Q15063,Colon,11.0,3.5
Q15063,Duodenum,12.0,3.1
Q15063,Esophagus,14.0,3.2
Q15063,Epididymis,16.0,6.1
Q15063,Fallopian tube,17.0,7.7
Q15063,Gallbladder,18.0,6.4
Q15063,Kidney,20.0,3.4
Q15063,Liver,21.0,3.4
Q15067,Adipose tissue,0.0,23.4
Q15067,Adrenal gland,1.0,30.5
Q15067,Amygdala,2.0,21.4
Q15067,Appendix,3.0,18.3
Q15067,Basal ganglia,5.0,20.4
Q15067,Bone marrow,6.0,14.2
Q15067,Breast,7.0,29.8
Q15067,Cervix,10.0,28.5
Q15067,Colon,11.0,22.3
Q15067,Duodenum,12.0,16.5
Q15067,Esophagus,14.0,35.5
Q15067,Epididymis,16.0,33.1
Q15067,Fallopian tube,17.0,33.5
Q15067,Gallbladder,18.0,29.1
Q15067,Kidney,20.0,28.1
Q15067,Liver,21.0,34.9
Q15067,Lung,22.0,39.1
Q15067,Lymph node,23.0,20.6
Q15067,Ovary,29.0,24.0
Q15067,Pancreas,30.0,4.7
Q15078,Adipose tissue,0.0,0.0
Q15078,Adrenal gland,1.0,1.2
Q15078,Amygdala,2.0,5.2
Q15078,Appendix,3.0,0.0
Q15078,Basal ganglia,5.0,11.9
Q15078,Bone marrow,6.0,0.0
Q15078,Breast,7.0,0.2
Q15078,Cervix,10.0,0.1
Q15078,Colon,11.0,0.0
Q15078,Duodenum,12.0,0.0
Q15078,Esophagus,14.0,0.1
Q15078,Epididymis,16.0,0.4
Q15078,Fallopian tube,17.0,0.0
Q15078,Gallbladder,18.0,0.0
Q15078,Kidney,20.0,0.0
Q15078,Liver,21.0,0.0
Q15078,Lung,22.0,0.1
Q15078,Lymph node,23.0,0.0
Q15078,Ovary,29.0,3.8
Q15078,Pancreas,30.0,0.0
Q15084,Adipose tissue,0.0,521.3
Q15084,Adrenal gland,1.0,706.5
Q15084,Amygdala,2.0,305.5
Q15084,Appendix,3.0,130.3
Q15084,Basal ganglia,5.0,388.2
Q15084,Bone marrow,6.0,47.3
Q15084,Breast,7.0,179.1
Q15084,Cervix,10.0,230.5
Q15084,Colon,11.0,110.7
Q15084,Duodenum,12.0,110.7
Q15124,Adipose tissue,0.0,0.0
Q15124,Adrenal gland,1.0,0.0
Q15124,Amygdala,2.0,0.0
Q15124,Appendix,3.0,0.0
Q15124,Basal ganglia,5.0,0.0
Q15124,Bone marrow,6.0,0.0
Q15124,Breast,7.0,0.0
Q15124,Cervix,10.0,0.2
Q15124,Colon,11.0,0.0
Q15124,Duodenum,12.0,0.0
Q15124,Esophagus,14.0,0.3
Q15124,Epididymis,16.0,0.0
Q15124,Fallopian tube,17.0,0.3
Q15124,Gallbladder,18.0,0.0
Q15124,Kidney,20.0,0.0
Q15124,Liver,21.0,0.0
Q15124,Lung,22.0,3.8
Q15124,Lymph node,23.0,0.0
Q15124,Ovary,29.0,0.0
Q15124,Pancreas,30.0,0.0
Q15198,Adipose tissue,0.0,2.3
Q15198,Adrenal gland,1.0,1.1
Q15198,Amygdala,2.0,1.9
Q15198,Appendix,3.0,2.0
Q15198,Basal ganglia,5.0,1.9
Q15198,Bone marrow,6.0,0.5
Q15198,Breast,7.0,0.5
Q15270,Adipose tissue,0.0,0.0
Q15270,Adrenal gland,1.0,0.0
Q15270,Amygdala,2.0,1.2
Q15270,Appendix,3.0,0.1
Q15270,Basal ganglia,5.0,1.8
Q15270,Bone marrow,6.0,0.0
Q15270,Breast,7.0,0.1
Q15270,Cervix,10.0,0.2
Q15270,Colon,11.0,0.0
Q15270,Duodenum,12.0,0.0
Q15270,Esophagus,14.0,0.0
Q15270,Epididymis,16.0,0.1
Q15270,Fallopian tube,17.0,0.1
Q15270,Gallbladder,18.0,0.1
Q15270,Kidney,20.0,0.1
Q15270,Liver,21.0,0.0
Q15270,Lung,22.0,0.3
Q15270,Lymph node,23.0,0.0
Q15334,Adipose tissue,0.0,0.0
Q15334,Adrenal gland,1.0,9.2
Q15334,Amygdala,2.0,0.1
Q15334,Appendix,3.0,0.1
Q15334,Basal ganglia,5.0,0.0
Q15334,Bone marrow,6.0,0.0
Q15334,Breast,7.0,0.3
Q15334,Cervix,10.0,0.0
Q15334,Colon,11.0,0.4
Q15334,Duodenum,12.0,77.1
Q15334,Esophagus,14.0,0.0
Q15334,Epididymis,16.0,0.0
Q15334,Fallopian tube,17.0,0.0
Q15334,Gallbladder,18.0,15.5
Q15366,Adipose tissue,0.0,9.4
Q15366,Adrenal gland,1.0,10.3
Q15366,Amygdala,2.0,10.3
Q15369,Adipose tissue,0.0,33.8
Q15369,Adrenal gland,1.0,16.2
Q15369,Amygdala,2.0,5.5
Q15369,Appendix,3.0,58.2
Q15369,Basal ganglia,5.0,7.2
Q15369,Bone marrow,6.0,10.8
Q15369,Breast,7.0,30.2
Q15369,Cervix,10.0,19.4
Q15369,Colon,11.0,15.0
Q15369,Duodenum,12.0,12.2
Q15369,Esophagus,14.0,6.4
Q15369,Epididymis,16.0,6.4
Q15375,Adipose tissue,0.0,36.4
Q15375,Adrenal gland,1.0,34.3
Q15375,Amygdala,2.0,47.9
Q15375,Appendix,3.0,32.1
Q15375,Basal ganglia,5.0,61.7
Q15375,Bone marrow,6.0,43.4
Q15375,Breast,7.0,19.2
Q15375,Cervix,10.0,20.6
Q15375,Colon,11.0,15.5
Q15375,Duodenum,12.0,12.7
Q15375,Esophagus,14.0,18.1
Q15375,Epididymis,16.0,28.0
Q15375,Fallopian tube,17.0,27.4
Q15375,Gallbladder,18.0,24.2
Q15375,Kidney,20.0,17.0
Q15375,Liver,21.0,17.0
Q15388,Adipose tissue,0.0,0.0
Q15388,Adrenal gland,1.0,0.0
Q15388,Amygdala,2.0,0.7
Q15388,Appendix,3.0,0.0
Q15388,Basal ganglia,5.0,0.3
Q15388,Bone marrow,6.0,0.0
Q15388,Breast,7.0,0.0
Q15388,Cervix,10.0,0.0
Q15388,Colon,11.0,0.0
Q15388,Duodenum,12.0,0.0
Q15388,Esophagus,14.0,0.0
Q15388,Epididymis,16.0,0.0
Q15388,Fallopian tube,17.0,0.0
Q15388,Gallbladder,18.0,0.0
Q15388,Kidney,20.0,0.0
Q15388,Liver,21.0,0.0
Q15388,Lung,22.0,0.0
Q15388,Lymph node,23.0,0.0
Q15388,Ovary,29.0,0.3
Q15393,Adipose tissue,0.0,0.0
Q15393,Adrenal gland,1.0,0.0
Q15393,Amygdala,2.0,6.5
Q15393,Appendix,3.0,0.0
Q15393,Basal ganglia,5.0,6.3
Q15393,Bone marrow,6.0,0.0
Q15393,Breast,7.0,0.0
Q15393,Cervix,10.0,0.0
Q15393,Colon,11.0,0.0
Q15393,Duodenum,12.0,0.0
Q15393,Esophagus,14.0,0.0
Q15393,Epididymis,16.0,0.0
Q15393,Fallopian tube,17.0,0.0
Q15393,Gallbladder,18.0,0.0
Q15393,Kidney,20.0,0.0
Q15393,Liver,21.0,0.0
Q15393,Lung,22.0,0.0
Q15393,Lymph node,23.0,0.0
Q15399,Adipose tissue,0.0,2.0
Q15399,Adrenal gland,1.0,2.2
Q15399,Amygdala,2.0,3.2
Q15399,Appendix,3.0,13.9
Q15399,Basal ganglia,5.0,3.4
Q15399,Bone marrow,6.0,4.2
Q15399,Breast,7.0,1.7
Q15399,Cervix,10.0,1.5
Q15399,Colon,11.0,1.5
Q15399,Duodenum,12.0,1.6
Q15399,Esophagus,14.0,1.5
Q15399,Epididymis,16.0,0.6
Q15399,Fallopian tube,17.0,1.9
Q15399,Gallbladder,18.0,5.6
Q15399,Kidney,20.0,0.5
Q15399,Liver,21.0,1.0
Q15399,Lung,22.0,3.3
Q15399,Lymph node,23.0,12.8
Q15415,Adipose tissue,0.0,0.0
Q15415,Adrenal gland,1.0,0.0
Q15415,Amygdala,2.0,0.1
Q15415,Appendix,3.0,0.0
Q15415,Basal ganglia,5.0,0.0
Q15415,Bone marrow,6.0,0.0
Q15428,Adipose tissue,0.0,0.0
Q15428,Adrenal gland,1.0,0.0
Q15428,Amygdala,2.0,1.5
Q15428,Appendix,3.0,0.0
Q15428,Basal ganglia,5.0,1.9
Q15428,Bone marrow,6.0,0.0
Q15428,Breast,7.0,0.0
Q15428,Cervix,10.0,0.0
Q15428,Colon,11.0,0.0
Q15428,Duodenum,12.0,0.0
Q15428,Esophagus,14.0,0.0
Q15428,Epididymis,16.0,0.0
Q15428,Fallopian tube,17.0,0.0
Q15428,Gallbladder,18.0,0.0
Q15428,Kidney,20.0,0.0
Q15428,Liver,21.0,0.0
Q15428,Lung,22.0,0.0
Q15428,Lymph node,23.0,0.0
Q15545,Adipose tissue,0.0,1.5
Q15545,Adrenal gland,1.0,1.8
Q15545,Amygdala,2.0,6.5
Q15545,Appendix,3.0,3.3
Q15545,Basal ganglia,5.0,3.3
Q15569,Adipose tissue,0.0,0.4
Q15569,Adrenal gland,1.0,0.0
Q15569,Amygdala,2.0,21.9
Q15569,Appendix,3.0,0.2
Q15569,Basal ganglia,5.0,30.8
Q15569,Bone marrow,6.0,0.1
Q15569,Breast,7.0,0.0
Q15569,Cervix,10.0,0.0
Q15569,Colon,11.0,3.3
Q15612,Adipose tissue,0.0,0.0
Q15612,Adrenal gland,1.0,0.0
Q15612,Amygdala,2.0,0.6
Q15612,Appendix,3.0,0.0
Q15612,Basal ganglia,5.0,0.9
Q15612,Bone marrow,6.0,0.0
Q15612,Breast,7.0,0.0
Q15612,Cervix,10.0,0.0
Q15612,Colon,11.0,0.0
Q15612,Duodenum,12.0,0.0
Q15612,Esophagus,14.0,0.0
Q15612,Epididymis,16.0,0.0
Q15612,Fallopian tube,17.0,0.0
Q15612,Gallbladder,18.0,0.0
Q15612,Kidney,20.0,0.0
Q15612,Liver,21.0,0.0
Q15612,Lung,22.0,0.0
Q15612,Lymph node,23.0,0.0
Q15612,Ovary,29.0,0.0
Q15612,Pancreas,30.0,0.0
Q15612,Placenta,35.0,0.0
Q15612,Prostate,36.0,0.0
Q15612,Rectum,37.0,0.0
Q15620,Adipose tissue,0.0,2.0
Q15620,Adrenal gland,1.0,4.9
Q15620,Amygdala,2.0,24.1
Q15620,Appendix,3.0,2.3
Q15620,Basal ganglia,5.0,25.6
Q15620,Bone marrow,6.0,0.9
Q15620,Breast,7.0,5.8
Q15620,Cervix,10.0,4.3
Q15620,Colon,11.0,1.4
Q15620,Duodenum,12.0,1.7
Q15620,Esophagus,14.0,2.6
Q15620,Epididymis,16.0,6.5
Q15620,Fallopian tube,17.0,8.4
Q15620,Gallbladder,18.0,4.0
Q15654,Adipose tissue,0.0,0.3
Q15654,Adrenal gland,1.0,6.3
Q15654,Amygdala,2.0,75.3
Q15654,Appendix,3.0,2.9
Q15654,Basal ganglia,5.0,53.1
Q15654,Bone marrow,6.0,53.1
Q15700,Adipose tissue,0.0,0.0
Q15700,Adrenal gland,1.0,0.0
Q15700,Amygdala,2.0,0.3
Q15700,Appendix,3.0,0.0
Q15700,Basal ganglia,5.0,0.4
Q15700,Bone marrow,6.0,0.0
Q15700,Breast,7.0,0.0
Q15700,Cervix,10.0,0.4
Q15722,Adipose tissue,0.0,1.9
Q15722,Adrenal gland,1.0,1.8
Q15722,Amygdala,2.0,1.2
Q15722,Appendix,3.0,2.8
Q15722,Basal ganglia,5.0,1.6
Q15722,Bone marrow,6.0,3.4
Q15722,Breast,7.0,0.9
Q15722,Cervix,10.0,0.8
Q15722,Colon,11.0,0.5
Q15722,Duodenum,12.0,2.6
Q15735,Adipose tissue,0.0,6.1
Q15742,Adipose tissue,0.0,26.7
Q15742,Adrenal gland,1.0,26.9
Q15742,Amygdala,2.0,34.5
Q15742,Appendix,3.0,24.7
Q15742,Basal ganglia,5.0,41.7
Q15742,Bone marrow,6.0,15.1
Q15742,Breast,7.0,23.1
Q15743,Adipose tissue,0.0,0.0
Q15743,Adrenal gland,1.0,0.0
Q15743,Amygdala,2.0,0.8
Q15743,Appendix,3.0,0.8
Q15759,Adipose tissue,0.0,8.6
Q15759,Adrenal gland,1.0,8.8
Q15759,Amygdala,2.0,5.3
Q15759,Appendix,3.0,24.7
Q15759,Basal ganglia,5.0,5.3
Q15759,Bone marrow,6.0,8.8
Q15759,Breast,7.0,7.9
Q15759,Cervix,10.0,7.8
Q15759,Colon,11.0,8.4
Q15759,Duodenum,12.0,10.9
Q15759,Esophagus,14.0,6.3
Q15759,Epididymis,16.0,7.6
Q15759,Fallopian tube,17.0,10.8
Q15759,Gallbladder,18.0,13.4
Q15759,Kidney,20.0,4.6
Q15759,Liver,21.0,4.6
Q15759,Lung,22.0,13.3
Q15759,Lymph node,23.0,28.8
Q15760,Adipose tissue,0.0,2.2
Q15760,Adrenal gland,1.0,1.3
Q15760,Amygdala,2.0,0.7
Q15760,Appendix,3.0,3.2
Q15760,Basal ganglia,5.0,0.8
Q15760,Bone marrow,6.0,0.2
Q15760,Breast,7.0,0.5
Q15760,Cervix,10.0,2.1
Q15760,Colon,11.0,1.9
Q15760,Duodenum,12.0,2.4
Q15760,Esophagus,14.0,3.6
Q15760,Epididymis,16.0,1.6
Q15760,Fallopian tube,17.0,2.9
Q15760,Gallbladder,18.0,4.4
Q15760,Kidney,20.0,1.5
Q15760,Liver,21.0,0.7
Q15760,Lung,22.0,5.7
Q15760,Lymph node,23.0,5.7
Q15776,Adipose tissue,0.0,6.2
Q15776,Adrenal gland,1.0,12.0
Q15776,Amygdala,2.0,7.0
Q15776,Appendix,3.0,4.9
Q15776,Basal ganglia,5.0,6.4
Q15776,Bone marrow,6.0,1.0
Q15776,Breast,7.0,3.7
Q15776,Cervix,10.0,7.7
Q15776,Colon,11.0,9.5
Q15776,Duodenum,12.0,28.5
Q15776,Esophagus,14.0,7.0
Q15776,Epididymis,16.0,2.6
Q15776,Fallopian tube,17.0,8.8
Q15776,Gallbladder,18.0,8.0
Q15811,Adipose tissue,0.0,18.3
Q15811,Adrenal gland,1.0,9.7
Q15811,Amygdala,2.0,9.9
Q15811,Appendix,3.0,12.8
Q15811,Basal ganglia,5.0,9.5
Q15813,Adipose tissue,0.0,0.15000000000000002
Q15813,Adrenal gland,1.0,0.1
Q15813,Amygdala,2.0,0.55
Q15813,Appendix,3.0,0.75
Q15813,Basal ganglia,5.0,0.7
Q15813,Bone marrow,6.0,0.25
Q15813,Breast,7.0,0.15
Q15813,Cervix,10.0,0.05
Q15813,Colon,11.0,0.4
Q15813,Duodenum,12.0,0.2
Q15813,Esophagus,14.0,0.05
Q15813,Epididymis,16.0,0.15000000000000002
Q15813,Fallopian tube,17.0,0.1
Q15813,Gallbladder,18.0,0.7
Q15813,Kidney,20.0,0.0
Q15813,Liver,21.0,0.1
Q15813,Lung,22.0,1.7
Q15813,Lymph node,23.0,0.4
Q15813,Ovary,29.0,1.3
Q15813,Pancreas,30.0,0.0
Q15813,Placenta,35.0,0.6
Q15813,Prostate,36.0,0.9
Q15813,Rectum,37.0,0.7
Q15813,Skeletal muscle,39.0,0.0
Q15813,Salivary gland,40.0,0.0
Q15813,Seminal vesicle,41.0,0.4
Q15813,Small intestine,43.0,0.55
Q15813,Smooth muscle,44.0,0.65
Q15813,Spinal cord,46.0,1.15
Q15813,Spleen,47.0,1.0
Q15814,Adipose tissue,0.0,0.3
Q15814,Adrenal gland,1.0,0.1
Q15814,Amygdala,2.0,1.1
Q15814,Appendix,3.0,1.8
Q15814,Basal ganglia,5.0,1.0
Q15814,Bone marrow,6.0,0.0
Q15814,Breast,7.0,41.3
Q15814,Cervix,10.0,41.2
Q15814,Colon,11.0,16.4
Q15814,Duodenum,12.0,11.4
Q15814,Esophagus,14.0,0.8
Q15814,Epididymis,16.0,0.5
Q15814,Fallopian tube,17.0,9.8
Q15814,Gallbladder,18.0,3.7
Q15819,Adipose tissue,0.0,0.0
Q15819,Adrenal gland,1.0,0.0
Q15819,Amygdala,2.0,0.9
Q15819,Appendix,3.0,0.0
Q15819,Basal ganglia,5.0,0.5
Q15819,Bone marrow,6.0,0.0
Q15819,Breast,7.0,0.0
Q15819,Cervix,10.0,0.0
Q15819,Colon,11.0,0.0
Q15819,Duodenum,12.0,0.0
Q15819,Esophagus,14.0,0.0
Q15819,Epididymis,16.0,0.5
Q15819,Fallopian tube,17.0,0.0
Q15819,Gallbladder,18.0,0.3
Q15819,Kidney,20.0,0.0
Q15819,Liver,21.0,0.0
Q15819,Lung,22.0,0.0
Q15819,Lymph node,23.0,0.0
Q15819,Ovary,29.0,0.4
Q15835,Adipose tissue,0.0,0.0
Q15835,Adrenal gland,1.0,0.0
Q15835,Amygdala,2.0,0.0
Q15835,Appendix,3.0,0.0
Q15835,Basal ganglia,5.0,0.0
Q15835,Bone marrow,6.0,0.0
Q15835,Breast,7.0,0.0
Q15835,Cervix,10.0,0.0
Q15835,Colon,11.0,0.0
Q15835,Duodenum,12.0,0.0
Q15835,Epididymis,16.0,0.0
Q15842,Adipose tissue,0.0,0.0
Q15842,Adrenal gland,1.0,0.0
Q15842,Amygdala,2.0,0.2
Q15842,Appendix,3.0,0.0
Q15842,Basal ganglia,5.0,0.3
Q15842,Bone marrow,6.0,0.0
Q15842,Breast,7.0,0.0
Q15842,Cervix,10.0,0.0
Q15842,Colon,11.0,0.0
Q15842,Duodenum,12.0,0.0
Q15842,Esophagus,14.0,0.0
Q15842,Epididymis,16.0,0.0
Q15842,Fallopian tube,17.0,0.0
Q15842,Gallbladder,18.0,0.0
Q15842,Kidney,20.0,0.0
Q15842,Liver,21.0,0.0
Q15842,Lung,22.0,0.0
Q15842,Lymph node,23.0,0.0
Q15842,Ovary,29.0,0.0
Q15842,Pancreas,30.0,0.0
Q15935,Adipose tissue,0.0,0.1
Q15935,Adrenal gland,1.0,0.1
Q15935,Amygdala,2.0,0.7
Q15935,Appendix,3.0,0.1
Q15935,Basal ganglia,5.0,0.6
Q15935,Bone marrow,6.0,0.0
Q15935,Breast,7.0,0.4
Q15935,Cervix,10.0,0.3
Q16134,Adipose tissue,0.0,0.0
Q16134,Adrenal gland,1.0,0.0
Q16134,Amygdala,2.0,0.1
Q16134,Appendix,3.0,0.0
Q16134,Basal ganglia,5.0,0.2
Q16134,Bone marrow,6.0,0.0
Q16134,Breast,7.0,0.0
Q16134,Cervix,10.0,0.1
Q16134,Colon,11.0,0.0
Q16134,Duodenum,12.0,0.0
Q16134,Esophagus,14.0,0.0
Q16134,Epididymis,16.0,0.0
Q16134,Fallopian tube,17.0,0.0
Q16134,Gallbladder,18.0,0.0
Q16134,Kidney,20.0,0.0
Q16134,Liver,21.0,0.0
Q16134,Lung,22.0,0.0
Q16134,Lymph node,23.0,0.0
Q16181,Adipose tissue,0.0,17.6
Q16181,Adrenal gland,1.0,5.5
Q16181,Amygdala,2.0,6.6
Q16181,Appendix,3.0,5.5
Q16181,Basal ganglia,5.0,10.6
Q16181,Bone marrow,6.0,5.1
Q16181,Breast,7.0,6.5
Q16181,Cervix,10.0,11.7
Q16181,Colon,11.0,5.4
Q16181,Duodenum,12.0,9.8
Q16181,Esophagus,14.0,6.0
Q16181,Epididymis,16.0,4.3
Q16181,Fallopian tube,17.0,6.0
Q16288,Adipose tissue,0.0,2.3
Q16288,Adrenal gland,1.0,6.3
Q16288,Amygdala,2.0,3.3
Q16288,Appendix,3.0,2.7
Q16288,Basal ganglia,5.0,3.5
Q16288,Bone marrow,6.0,0.7
Q16288,Breast,7.0,4.3
Q16288,Cervix,10.0,6.1
Q16288,Colon,11.0,2.6
Q16288,Duodenum,12.0,3.5
Q16288,Esophagus,14.0,2.4
Q16288,Epididymis,16.0,6.4
Q16288,Fallopian tube,17.0,9.0
Q16288,Gallbladder,18.0,4.7
Q16288,Kidney,20.0,3.2
Q16288,Liver,21.0,1.1
Q16288,Lung,22.0,3.2
Q16288,Lymph node,23.0,3.2
Q16385,Adipose tissue,0.0,0.0
Q16385,Adrenal gland,1.0,0.0
Q16385,Amygdala,2.0,0.3
Q16385,Appendix,3.0,0.05
Q16385,Basal ganglia,5.0,0.3
Q16385,Bone marrow,6.0,0.0
Q16385,Breast,7.0,0.0
Q16385,Cervix,10.0,0.1
Q16385,Colon,11.0,1.1
Q16385,Duodenum,12.0,0.0
Q16385,Esophagus,14.0,0.0
Q16385,Epididymis,16.0,0.0
Q16385,Fallopian tube,17.0,0.0
Q16385,Gallbladder,18.0,0.2
Q16385,Kidney,20.0,0.0
Q16385,Liver,21.0,0.0
Q16515,Adipose tissue,0.0,1.0
Q16515,Adrenal gland,1.0,0.2
Q16515,Amygdala,2.0,0.0
Q16515,Appendix,3.0,3.5
Q16515,Basal ganglia,5.0,0.0
Q16515,Bone marrow,6.0,14.9
Q16515,Breast,7.0,0.0
Q16515,Cervix,10.0,0.0
Q16515,Colon,11.0,0.6
Q16515,Duodenum,12.0,0.0
Q16515,Esophagus,14.0,0.0
Q16515,Epididymis,16.0,0.0
Q16515,Fallopian tube,17.0,0.0
Q16515,Gallbladder,18.0,1.1
Q16527,Adipose tissue,0.0,0.0
Q16527,Adrenal gland,1.0,0.0
Q16527,Amygdala,2.0,0.3
Q16527,Appendix,3.0,0.0
Q16527,Basal ganglia,5.0,0.3
Q16527,Bone marrow,6.0,0.0
Q16527,Breast,7.0,0.0
Q16527,Cervix,10.0,0.0
Q16527,Colon,11.0,0.0
Q16527,Duodenum,12.0,0.0
Q16527,Esophagus,14.0,0.0
Q16527,Epididymis,16.0,0.8
Q16527,Fallopian tube,17.0,0.1
Q16527,Gallbladder,18.0,0.0
Q16533,Adipose tissue,0.0,23.7
Q16533,Adrenal gland,1.0,21.4
Q16533,Amygdala,2.0,10.3
Q16533,Appendix,3.0,23.0
Q16533,Basal ganglia,5.0,12.0
Q16533,Bone marrow,6.0,10.8
Q16533,Breast,7.0,25.9
